CNTRYID,CNTSCHID,STUBEHA,SCMCEG,TEACHBEHA,W_FSTUWT_SCH_SUM
36,3600539,-1.1401,-0.5083,-0.4289,339.04479
36,3600540,,,,370.06668
36,3600541,0.8153,-1.5669,0.3593,378.74612
36,3600542,1.1264,0.9042,0.9355,132.52416
36,3600543,-0.335,0.3009,0.2266,19.00155
36,3600544,-0.6744,0.9042,-1.2943,554.87606
36,3600545,-0.0384,0.9042,0.6101,465.9341
36,3600546,-0.0384,-0.061,0.2266,201.35767
36,3600547,-1.1797,0.9042,-1.2356,497.12959
36,3600548,-0.335,-1.0542,0.2266,217.92536
36,3600549,0.6764,0.3009,1.3992,572.42842
36,3600550,0.735,-0.1661,0.83,310.91832
36,3600551,1.4126,-2.436,1.6299,251.34563
36,3600552,-0.0384,-1.0542,0.2266,535.61906
36,3600553,0.1795,0.9042,0.2266,48.04504
36,3600554,-1.1232,-1.0542,-0.5205,20.14747
36,3600555,0.4715,-0.1764,0.6015,445.9421
36,3600556,-0.0384,0.9042,0.2266,643.59606
36,3600557,0.9647,0.9042,-0.8302,349.03873
36,3600558,-0.1434,-1.0542,0.2266,70.05852
36,3600559,1.4848,-0.6263,0.933,247.05346
36,3600560,-0.335,0.1571,0.2854,525.99542
36,3600561,-2.0719,-1.0542,-0.0452,351.35805
36,3600562,0.2408,0.9042,0.6015,216.16785
36,3600563,-1.1401,0.9042,1.2832,149.1934
36,3600564,-0.0221,-0.8367,0.6101,452.79757
36,3600565,1.9951,-1.5547,1.4277,254.02267
36,3600566,-0.0384,0.9042,0.2266,446.94542
36,3600567,-0.5654,-1.8614,-1.2356,20.043
36,3600568,0.2211,-0.1764,0.5642,473.73211
36,3600569,-0.8602,0.9042,0.6015,106.31314
36,3600570,,,,447.32638
36,3600571,0.2268,-0.4748,0.6015,612.61724
36,3600572,0.5222,0.9042,0.2266,160.64735
36,3600573,-0.9505,-0.1868,0.9355,232.65724
36,3600574,1.4126,0.9042,0.2266,473.91321
36,3600575,-0.0384,0.9042,0.2266,11.19829
36,3600576,-1.9476,0.287,-2.0409,304.02722
36,3600577,0.4147,0.9042,-0.9033,652.09048
36,3600578,0.2283,0.9042,0.6101,496.92436
36,3600579,-0.5078,0.9042,0.2266,375.39551
36,3600580,0.1795,-1.0542,0.6015,400.41125
36,3600581,-0.0384,0.9042,0.2266,71.92789
36,3600582,0.1795,0.9042,0.5986,225.17799
36,3600583,-0.335,0.9042,-0.5111,471.32228
36,3600584,,,,401.15093
36,3600585,,,,90.54971
36,3600586,,,,564.87168
36,3600587,-1.5397,0.9042,-0.7733,385.15669
36,3600588,0.4651,0.9042,0.5642,105.24326
36,3600589,1.4126,0.9042,0.3593,382.01492
36,3600590,-1.1232,0.9042,-0.5582,452.80852
36,3600591,-0.0384,-1.0542,0.2266,243.66547
36,3600592,-0.0384,-0.1764,0.6101,443.57213
36,3600593,0.6764,-0.6263,0.3593,354.24873
36,3600594,0.6056,-2.7725,2.1689,345.43225
36,3600595,-0.0384,-0.3006,1.2271,462.31266
36,3600596,-0.0384,-1.0542,0.2266,164.17039
36,3600597,-0.0384,0.9042,0.9355,357.84142
36,3600598,1.4126,-0.8583,0.9355,344.7405
36,3600599,0.0765,0.9042,-0.4383,118.79829
36,3600600,0.5029,-1.0238,0.5986,65.42019
36,3600601,0.6058,-0.6263,0.9355,188.87393
36,3600602,1.1264,-0.6263,1.0265,339.07352
36,3600603,0.4147,-1.0542,1.4533,214.18718
36,3600604,,,,189.53942
36,3600605,1.5622,0.3009,1.1337,136.11554
36,3600606,-0.335,0.1571,1.1913,549.7624
36,3600607,0.5643,-0.4859,-0.0452,364.39036
36,3600608,1.4126,-0.6385,0.5642,268.81933
36,3600609,0.6482,0.9042,0.6101,452.8025
36,3600610,-2.0719,0.287,-0.9138,92.76462
36,3600611,0.4651,0.9042,0.2266,132.25686
36,3600612,,,,439.2901
36,3600613,-0.1348,0.1571,-0.3913,225.45857
36,3600614,-0.3176,-3.4857,-0.8267,485.47211
36,3600615,-0.9505,0.9042,-2.0409,282.98031
36,3600616,-0.5246,0.9042,0.9028,723.55801
36,3600617,1.4126,-1.0542,1.6299,246.75525
36,3600618,0.0321,-0.1764,-0.1791,520.62817
36,3600619,-0.3925,0.9042,0.83,334.17644
36,3600620,0.1795,0.1571,0.6015,162.87961
36,3600621,0.6355,0.9042,0.23,510.39567
36,3600622,-0.335,-2.0884,0.6101,336.52361
36,3600623,0.1795,-0.6263,0.6101,117.47133
36,3600624,-0.335,-0.4859,0.6101,245.5407
36,3600626,0.6764,-0.1868,0.9355,547.58459
36,3600627,-0.6823,0.287,0.3593,457.85027
36,3600628,-0.335,-1.0542,-0.3913,410.97705
36,3600629,-0.1522,-1.4581,0.9355,559.88861
36,3600630,0.1795,0.9042,1.3735,450.98448
36,3600631,1.0522,-4.0518,-0.0452,444.43731
36,3600632,0.2913,0.287,0.3498,341.181
36,3600633,-0.0384,0.9042,1.2182,597.57784
36,3600634,-0.5078,0.9042,0.2266,56.78891
36,3600635,,,,317.99562
36,3600636,,,,345.75131
36,3600637,0.4651,0.9042,0.9355,382.18995
36,3600638,-1.4632,-1.0542,-2.0409,181.64539
36,3600639,0.2913,0.9042,0.2266,287.54196
36,3600640,0.8483,0.287,0.8952,111.86667
36,3600641,-0.1936,0.9042,0.9355,53.1475
36,3600642,0.8661,0.9042,0.613,470.31365
36,3600643,-1.1232,0.9042,0.2266,416.56221
36,3600644,0.4147,-1.0542,0.2266,655.46115
36,3600645,,,,60.49636
36,3600646,1.2343,-1.0542,1.7189,141.36671
36,3600647,0.4147,-1.0542,1.1337,428.26127
36,3600648,0.6465,0.9042,0.9255,485.20105
36,3600649,2.3697,-1.5648,1.1845,197.46752
36,3600650,0.1795,0.9042,1.2182,220.53852
36,3600651,-0.3925,0.9042,0.6479,190.88745
36,3600652,-0.0384,-0.6385,0.933,248.12936
36,3600653,-0.0956,0.9042,0.2266,489.9845
36,3600654,-0.335,-0.8728,0.2397,242.56042
36,3600655,,,,178.32518
36,3600656,1.0846,0.9042,-0.1791,96.80456
36,3600657,0.1795,-0.6263,0.9355,513.15563
36,3600658,,,,501.98586
36,3600659,0.8988,0.9042,-0.1662,1184.70455
36,3600660,0.3373,0.1571,-0.4289,153.94332
36,3600661,,,,501.24171
36,3600662,-1.5397,0.9042,-0.3786,498.99628
36,3600663,-0.9148,-0.6263,0.6101,469.74175
36,3600664,0.4781,0.9042,0.6015,476.96203
36,3600665,-0.0384,0.9042,-0.0452,248.6436
36,3600666,0.6886,-0.1868,0.6101,332.52876
36,3600667,0.6764,0.9042,1.7189,339.25428
36,3600668,-0.3925,0.9042,0.3498,550.74828
36,3600669,-0.3925,0.9042,0.2266,66.41773
36,3600670,-0.9505,0.9042,0.2266,304.32462
36,3600671,0.6764,-0.1868,0.83,484.3001
36,3600672,-0.6969,-1.0542,-0.042,131.55025
36,3600673,0.1795,0.9042,-0.1274,65.38047
36,3600674,1.2397,-0.9563,0.3085,489.91548
36,3600676,-0.3925,0.287,-0.0452,323.58244
36,3600677,-0.1936,0.9042,0.6101,133.90086
36,3600678,-0.783,0.3009,0.2266,440.11132
36,3600679,-0.6199,0.1329,-0.0452,213.24285
36,3600680,0.8153,-2.436,0.6015,5.0348
36,3600681,,,,345.86161
36,3600682,0.9325,0.9042,1.2182,40.9479
36,3600683,-0.0384,-0.497,0.2266,253.90033
36,3600684,1.0406,-1.0542,0.6015,496.71906
36,3600685,,,,441.65888
36,3600686,-0.5078,-1.0542,0.2266,572.96899
36,3600687,-0.0384,-0.6263,0.2266,494.41179
36,3600688,,,,17.3499
36,3600689,0.1795,0.3009,0.2266,352.85467
36,3600690,0.9384,-1.0542,0.2266,22.88409
36,3600691,0.1795,-1.0542,1.6299,82.11646
36,3600692,-0.335,0.9042,0.2266,464.3767
36,3600693,1.4126,0.9042,1.6299,561.00982
36,3600694,-0.6983,0.9042,0.6101,194.13032
36,3600695,-0.0384,0.287,-0.042,366.3708
36,3600696,1.8821,-0.6385,1.3992,32.18722
36,3600697,0.6886,-0.1661,0.6741,198.39997
36,3600698,-0.5078,-0.1661,-0.3913,257.33847
36,3600699,-1.5397,0.9042,-2.0409,303.8281
36,3600700,1.2343,0.9042,0.8952,405.49202
36,3600701,1.2397,-2.1866,-0.1791,794.49227
36,3600702,-0.0384,-0.6263,0.2266,364.73752
36,3600703,1.0522,0.1571,-0.1791,129.34499
36,3600704,0.8544,0.9042,1.4533,368.58774
36,3600705,0.1795,0.9042,-0.1274,209.88083
36,3600706,-0.0384,-0.3006,0.6825,294.12318
36,3600707,-0.6983,-0.3006,0.2397,562.34989
36,3600708,-0.0384,0.9042,0.2266,447.49333
36,3600709,,,,580.88048
36,3600710,-0.525,0.9042,-0.1274,574.52794
36,3600711,-0.0384,0.3009,0.5642,287.85639
36,3600712,0.6886,-1.0542,0.9355,386.81412
36,3600713,0.4651,-1.7481,0.2266,290.87001
36,3600714,1.2343,0.9042,-0.8166,614.72151
36,3600715,-0.0384,-1.0542,0.2266,219.33361
36,3600716,-0.7912,-0.1764,0.6335,273.95987
36,3600717,0.4651,-1.0542,0.9355,320.41515
36,3600718,-1.1906,0.9042,-0.9033,440.37539
36,3600719,-1.1401,0.9042,-0.1662,141.49757
36,3600720,-1.2585,0.9042,-2.0409,463.02115
36,3600721,-1.9476,0.9042,-0.4289,451.19267
36,3600722,0.6482,0.9042,-0.0452,199.75116
36,3600723,,,,235.85879
36,3600724,0.2913,-2.436,1.1822,123.67829
36,3600725,-0.3925,0.9042,-0.1791,255.15124
36,3600726,1.1989,-1.4469,0.6015,670.72818
36,3600727,-0.0956,0.9042,-0.0972,518.80459
36,3600728,0.1795,0.287,0.2266,271.29614
36,3600729,2.0762,-0.4859,0.9255,25.21551
36,3600730,1.0091,0.9042,-2.0409,512.42051
36,3600731,-0.4684,0.287,0.4914,191.18477
36,3600732,,,,423.20394
36,3600733,-0.8602,-1.0542,-0.7767,510.28199
36,3600734,-0.0384,0.9042,0.2266,407.34796
36,3600735,1.0465,0.9042,0.8952,362.67178
36,3600736,0.6482,-0.1764,0.2266,261.68874
36,3600737,-1.7803,0.9042,-2.0409,267.54792
36,3600738,-0.6199,0.9042,-0.3786,137.62384
36,3600739,-0.0384,0.9042,-0.0452,523.9512
36,3600740,-3.3785,0.287,-1.2401,724.06837
36,3600741,2.3613,-1.0542,1.1913,209.23742
36,3600742,0.2773,-1.0542,0.9355,656.79113
36,3600743,1.2397,0.9042,1.3713,524.58189
36,3600744,-3.3785,0.9042,-2.0409,336.56586
36,3600745,2.1565,0.9042,1.3735,320.45922
36,3600746,1.0522,-1.4469,0.9255,299.94168
36,3600747,,,,139.83903
36,3600748,-0.0384,0.3009,-0.1274,183.79778
36,3600749,,,,589.20287
36,3600751,0.4651,-1.0389,0.6825,329.82889
36,3600752,-1.4335,0.9042,-0.0452,280.25767
36,3600753,-0.0384,0.9042,0.6015,146.58023
36,3600754,0.2268,-1.585,0.9355,144.42319
36,3600755,1.4126,0.9042,1.6299,107.52373
36,3600756,0.2913,0.9042,-1.2356,349.35807
36,3600757,-0.335,0.9042,-0.7733,373.11054
36,3600758,0.6482,0.9042,0.2266,538.214
36,3600759,1.383,0.9042,-0.3881,397.21749
36,3600760,0.1795,0.9042,0.9355,611.9368
36,3600761,-0.0956,-1.0542,1.4873,1495.57481
36,3600762,-0.0384,0.9042,0.83,222.11897
36,3600764,0.5515,-2.436,1.7102,97.4114
36,3600765,-0.0384,0.9042,0.2266,328.11199
36,3600766,1.4126,-1.0542,0.6015,384.60822
36,3600767,-0.9505,0.9042,-0.4071,476.80263
36,3600768,1.2033,-1.0542,1.7124,455.32161
36,3600769,0.8153,0.9042,-0.0452,116.64815
36,3600770,0.6482,-0.1868,0.6101,271.26595
36,3600771,0.1795,0.9042,0.6101,478.68683
36,3600772,0.4147,0.9042,-0.055,238.20914
36,3600773,-3.3785,0.287,-2.0409,598.11367
36,3600774,0.0321,0.9042,0.2266,284.33162
36,3600775,-1.2585,-1.853,0.933,78.40916
36,3600776,0.4147,0.1329,1.4533,148.71939
